Image file,Medium,Museum,Museum-based instance ID,Subset,Width,Height,Product size,Aspect ratio
222686-5892.jpg,Oil on canvas,Los Angeles County Museum of Art,222686-5892,test,3454.0,6088.0,21027952.0,0.5673
225620-77366.jpg,Oil on canvas,Los Angeles County Museum of Art,225620-77366,test,3865.0,4704.0,18180960.0,0.8216
1916.777.jpeg,Oil on canvas,The Cleveland Museum of Art,1916.777,test,6904.0,5171.0,35700584.0,1.3351
1984.13.jpeg,Oil on canvas,The Cleveland Museum of Art,1984.13,test,5000.0,3238.0,16190000.0,1.5442
435975.jpg,Oil on canvas,Metropolitan Museum of Art,14.40.817,test,2928.0,3870.0,11331360.0,0.7566
1949.187.2.jpeg,Oil on canvas,The Cleveland Museum of Art,1949.187.2,test,5196.0,3856.0,20035776.0,1.3475
220046-8039.jpg,Oil on canvas,Los Angeles County Museum of Art,220046-8039,test,5276.0,4340.0,22897840.0,1.2157
1980.230.jpeg,Oil on canvas,The Cleveland Museum of Art,1980.230,test,4266.0,6000.0,25596000.0,0.711
229575-12003.jpg,Oil on canvas,Los Angeles County Museum of Art,229575-12003,test,2543.0,3553.0,9035279.0,0.7157
418110.jpg,Graphite,Metropolitan Museum of Art,42.21(13),train,3477.0,2560.0,8901120.0,1.3582
336704.jpg,Graphite,Metropolitan Museum of Art,1981.1228.7,train,2417.0,3198.0,7729566.0,0.7558
358492.jpg,Graphite,Metropolitan Museum of Art,53.668.213,train,3861.0,2389.0,9223929.0,1.6162
358704.jpg,Graphite,Metropolitan Museum of Art,53.668.107,train,3079.0,2516.0,7746764.0,1.2238
386979.jpg,Graphite,Metropolitan Museum of Art,38.37.222,train,3668.0,2681.0,9833908.0,1.3681
1992.344.u.jpeg,Graphite,The Cleveland Museum of Art,1992.344.u,train,3163.0,5906.0,18680678.0,0.5356
383921.jpg,Graphite,Metropolitan Museum of Art,2008.625,train,2726.0,3407.0,9287482.0,0.8001
1989.13.kkk.jpeg,Graphite,The Cleveland Museum of Art,1989.13.kkk,train,5786.0,4405.0,25487330.0,1.3135
362288.jpg,Graphite,Metropolitan Museum of Art,65.639.19,train,1141.0,1173.0,1338393.0,0.9727
386892.jpg,Graphite,Metropolitan Museum of Art,38.37.142,train,3711.0,2629.0,9756219.0,1.4116
359280.jpg,Graphite,Metropolitan Museum of Art,53.668.173,train,3935.0,1216.0,4784960.0,3.236
367319.jpg,Graphite,Metropolitan Museum of Art,46.38.66,train,2752.0,3647.0,10036544.0,0.7546
386851.jpg,Graphite,Metropolitan Museum of Art,38.37.101,train,3594.0,2716.0,9761304.0,1.3233
386259.jpg,Graphite,Metropolitan Museum of Art,67.827.440,train,3839.0,2643.0,10146477.0,1.4525
343550.jpg,Graphite,Metropolitan Museum of Art,38.98.18,train,3826.0,2380.0,9105880.0,1.6076
14460.jpg,Graphite,Metropolitan Museum of Art,26.216.82,train,1443.0,1188.0,1714284.0,1.2146
357855.jpg,Graphite,Metropolitan Museum of Art,53.668.97,train,3610.0,2399.0,8660390.0,1.5048
386843.jpg,Graphite,Metropolitan Museum of Art,38.37.93,train,3635.0,2624.0,9538240.0,1.3853
363123.jpg,Graphite,Metropolitan Museum of Art,52.599.31a,train,2977.0,3588.0,10681476.0,0.8297
394867.jpg,Graphite,Metropolitan Museum of Art,56.527(67c),train,2375.0,3692.0,8768500.0,0.6433
394485.jpg,Graphite,Metropolitan Museum of Art,2010.378,train,3565.0,2755.0,9821575.0,1.294
15312.jpg,Graphite,Metropolitan Museum of Art,1992.2.2cc recto,train,3050.0,1210.0,3690500.0,2.5207
359105.jpg,Graphite,Metropolitan Museum of Art,53.668.232,train,1796.0,2853.0,5123988.0,0.6295
359092.jpg,Graphite,Metropolitan Museum of Art,53.668.201,train,2794.0,3875.0,10826750.0,0.721
367248.jpg,Graphite,Metropolitan Museum of Art,46.38.5,train,2335.0,3566.0,8326610.0,0.6548
1954.359.jpeg,Graphite,The Cleveland Museum of Art,1954.359,train,6400.0,4309.0,27577600.0,1.4853
1941.85.jpeg,Graphite,The Cleveland Museum of Art,1941.85,train,10461.0,4008.0,41927688.0,2.61
1992.344.ss.jpeg,Graphite,The Cleveland Museum of Art,1992.344.ss,train,3138.0,5839.0,18322782.0,0.5374
358554.jpg,Graphite,Metropolitan Museum of Art,53.668.181,train,1698.0,3744.0,6357312.0,0.4535
1992.344.yyy.jpeg,Graphite,The Cleveland Museum of Art,1992.344.yyy,train,3396.0,6326.0,21483096.0,0.5368
1979.62.jpeg,Graphite,The Cleveland Museum of Art,1979.62,train,9811.0,4696.0,46072456.0,2.0892
1944.404.jpeg,Graphite,The Cleveland Museum of Art,1944.404,train,5046.0,7604.0,38369784.0,0.6636
357870.jpg,Graphite,Metropolitan Museum of Art,53.668.100,train,3717.0,2500.0,9292500.0,1.4868
485530.jpg,Graphite,Metropolitan Museum of Art,1990.38.20,train,2701.0,2972.0,8027372.0,0.9088
358686.jpg,Graphite,Metropolitan Museum of Art,53.668.33,train,3679.0,2437.0,8965723.0,1.5096
355648.jpg,Graphite,Metropolitan Museum of Art,2013.1135.28,train,3590.0,2515.0,9028850.0,1.4274
334898.jpg,Graphite,Metropolitan Museum of Art,"1984.433.193a, b",train,2550.0,3779.0,9636450.0,0.6748
418106.jpg,Graphite,Metropolitan Museum of Art,42.21(10),train,3503.0,2560.0,8967680.0,1.3684
1925.804.jpeg,Graphite,The Cleveland Museum of Art,1925.804,train,3568.0,5000.0,17840000.0,0.7136
384953.jpg,Graphite,Metropolitan Museum of Art,67.827.244,train,3700.0,2642.0,9775400.0,1.4005
386935.jpg,Graphite,Metropolitan Museum of Art,38.37.179,train,3558.0,2559.0,9104922.0,1.3904
1989.13.b.jpeg,Graphite,The Cleveland Museum of Art,1989.13.b,train,5673.0,4405.0,24989565.0,1.2879
367284.jpg,Graphite,Metropolitan Museum of Art,46.38.40,train,2261.0,3455.0,7811755.0,0.6544
383918.jpg,Graphite,Metropolitan Museum of Art,"2008.622a, b",train,1888.0,2786.0,5259968.0,0.6777
367187.jpg,Graphite,Metropolitan Museum of Art,34.78.2(70),train,3877.0,2710.0,10506670.0,1.4306
386323.jpg,Graphite,Metropolitan Museum of Art,X.816,train,3855.0,2589.0,9980595.0,1.489
363547.jpg,Graphite,Metropolitan Museum of Art,61.663.68,train,3607.0,2308.0,8324956.0,1.5628
1992.344.vvv.jpeg,Graphite,The Cleveland Museum of Art,1992.344.vvv,train,3370.0,6373.0,21477010.0,0.5288
352897.jpg,Graphite,Metropolitan Museum of Art,2002.118,train,3781.0,2857.0,10802317.0,1.3234
1989.13.ggg.jpeg,Graphite,The Cleveland Museum of Art,1989.13.ggg,train,5786.0,4405.0,25487330.0,1.3135
1992.344.ttt.jpeg,Graphite,The Cleveland Museum of Art,1992.344.ttt,val,6318.0,3376.0,21329568.0,1.8714
357874.jpg,Graphite,Metropolitan Museum of Art,53.668.212,val,3574.0,2780.0,9935720.0,1.2856
358680.jpg,Graphite,Metropolitan Museum of Art,53.668.13,val,3221.0,3472.0,11183312.0,0.9277
363703.jpg,Graphite,Metropolitan Museum of Art,17.3.2420,val,2431.0,3263.0,7932353.0,0.745
358701.jpg,Graphite,Metropolitan Museum of Art,53.668.5,val,2787.0,3480.0,9698760.0,0.8009
386828.jpg,Graphite,Metropolitan Museum of Art,38.37.78,val,3866.0,2817.0,10890522.0,1.3724
343189.jpg,Graphite,Metropolitan Museum of Art,69.660.4,val,3538.0,2947.0,10426486.0,1.2005
418147.jpg,Graphite,Metropolitan Museum of Art,42.21(26),val,3384.0,2547.0,8619048.0,1.3286
386471.jpg,Graphite,Metropolitan Museum of Art,60.632.176,val,2863.0,3584.0,10260992.0,0.7988
361858.jpg,Graphite,Metropolitan Museum of Art,66.618.9(1),val,3853.0,2773.0,10684369.0,1.3895
392326.jpg,Graphite,Metropolitan Museum of Art,54.509.59,val,2289.0,3791.0,8677599.0,0.6038
1933.417.b.jpeg,Graphite,The Cleveland Museum of Art,1933.417.b,val,6532.0,4536.0,29629152.0,1.44
367261.jpg,Graphite,Metropolitan Museum of Art,46.38.18,val,2767.0,3742.0,10354114.0,0.7394
390529.jpg,Graphite,Metropolitan Museum of Art,20.40.1(53),val,1781.0,2000.0,3562000.0,0.8905
358549.jpg,Graphite,Metropolitan Museum of Art,53.668.3,val,3666.0,2219.0,8134854.0,1.6521
358694.jpg,Graphite,Metropolitan Museum of Art,53.668.146,val,1884.0,3794.0,7147896.0,0.4966
336674.jpg,Graphite,Metropolitan Museum of Art,1980.1138.1,val,2768.0,3733.0,10332944.0,0.7415
1704.1946.jpeg,Graphite,The Cleveland Museum of Art,1704.1946,val,5920.0,3796.0,22472320.0,1.5595
364246.jpg,Graphite,Metropolitan Museum of Art,23.68.1(33verso),val,2284.0,3884.0,8871056.0,0.5881
339708.jpg,Graphite,Metropolitan Museum of Art,10.45.20,val,3873.0,2480.0,9605040.0,1.5617
387632.jpg,Graphite,Metropolitan Museum of Art,X.811,test,2819.0,3374.0,9511306.0,0.8355
358491.jpg,Graphite,Metropolitan Museum of Art,53.529.26,test,3916.0,1613.0,6316508.0,2.4278
2000.40.jpeg,Graphite,The Cleveland Museum of Art,2000.40,test,4275.0,5500.0,23512500.0,0.7773
383341.jpg,Graphite,Metropolitan Museum of Art,2008.153,test,2803.0,3012.0,8442636.0,0.9306
364466.jpg,Graphite,Metropolitan Museum of Art,34.78.2(90),test,3869.0,1997.0,7726393.0,1.9374
364293.jpg,Graphite,Metropolitan Museum of Art,49.63.269,test,3866.0,2766.0,10693356.0,1.3977
385004.jpg,Graphite,Metropolitan Museum of Art,67.827.266,test,3725.0,2661.0,9912225.0,1.3998
358559.jpg,Graphite,Metropolitan Museum of Art,53.668.40,test,2901.0,3406.0,9880806.0,0.8517
485519.jpg,Graphite,Metropolitan Museum of Art,1990.38.10,test,482.0,529.0,254978.0,0.9112
376770.jpg,Graphite,Metropolitan Museum of Art,2007.421,test,3899.0,2429.0,9470671.0,1.6052
343430.jpg,Graphite,Metropolitan Museum of Art,1990.1046,test,2383.0,3781.0,9010123.0,0.6303
1992.344.xxx.jpeg,Graphite,The Cleveland Museum of Art,1992.344.xxx,test,6341.0,3376.0,21407216.0,1.8783
460059.jpg,Graphite,Metropolitan Museum of Art,1975.1.870,test,471.0,728.0,342888.0,0.647
390547.jpg,Graphite,Metropolitan Museum of Art,20.40.1(71),test,984.0,2000.0,1968000.0,0.49200000000000005
357860.jpg,Graphite,Metropolitan Museum of Art,53.668.159,test,4000.0,1536.0,6144000.0,2.6042
334750.jpg,Graphite,Metropolitan Museum of Art,16.37.4,test,3874.0,2473.0,9580402.0,1.5665
362766.jpg,Graphite,Metropolitan Museum of Art,2003.503,test,3151.0,2438.0,7682138.0,1.2925
386514.jpg,Graphite,Metropolitan Museum of Art,61.669.23,test,3877.0,1866.0,7234482.0,2.0777
1992.344.nnn.jpeg,Graphite,The Cleveland Museum of Art,1992.344.nnn,test,3348.0,6370.0,21326760.0,0.5256
1702.1946.jpeg,Graphite,The Cleveland Museum of Art,1702.1946,test,6239.0,3852.0,24032628.0,1.6197
334906.jpg,Graphite,Metropolitan Museum of Art,1984.433.199,test,3763.0,2499.0,9403737.0,1.5058
382521.jpg,Graphite,Metropolitan Museum of Art,2008.525,test,3728.0,2643.0,9853104.0,1.4105
337363.jpg,Graphite,Metropolitan Museum of Art,29.100.191,test,2611.0,3331.0,8697241.0,0.7838
344273.jpg,Graphite,Metropolitan Museum of Art,61.680.4.3,test,2929.0,3179.0,9311291.0,0.9214
363604.jpg,Graphite,Metropolitan Museum of Art,44.15.11,test,2533.0,3638.0,9215054.0,0.6963
394683.jpg,Graphite,Metropolitan Museum of Art,2010.377,test,2857.0,3669.0,10482333.0,0.7787
349461.jpg,Graphite,Metropolitan Museum of Art,67.827.128,test,4000.0,1969.0,7876000.0,2.0315
359285.jpg,Graphite,Metropolitan Museum of Art,53.529.63,test,726.0,1586.0,1151436.0,0.4578
361863.jpg,Graphite,Metropolitan Museum of Art,66.618.12(1),test,2644.0,3898.0,10306312.0,0.6783
359283.jpg,Graphite,Metropolitan Museum of Art,53.668.160,test,3912.0,1317.0,5152104.0,2.9704
1992.344.ssss.jpeg,Graphite,The Cleveland Museum of Art,1992.344.ssss,test,3423.0,6468.0,22139964.0,0.5292
1992.344.mmm.jpeg,Graphite,The Cleveland Museum of Art,1992.344.mmm,test,3385.0,6402.0,21670770.0,0.5287
622938.jpg,Graphite,Metropolitan Museum of Art,2013.608.3,test,3675.0,2365.0,8691375.0,1.5539
390531.jpg,Graphite,Metropolitan Museum of Art,20.40.1(55),test,1058.0,2000.0,2116000.0,0.529
341642.jpg,Graphite,Metropolitan Museum of Art,37.150.2,test,2396.0,3499.0,8383604.0,0.6848
2012.55.jpeg,Graphite,The Cleveland Museum of Art,2012.55,test,7769.0,5744.0,44625136.0,1.3525
384261.jpg,Graphite,Metropolitan Museum of Art,2007.431.2,test,2843.0,3880.0,11030840.0,0.7327
386832.jpg,Graphite,Metropolitan Museum of Art,38.37.82,test,3906.0,2873.0,11221938.0,1.3596
341073.jpg,Graphite,Metropolitan Museum of Art,X.251,test,3790.0,2797.0,10600630.0,1.355
225068-12548.jpg,Graphite,Los Angeles County Museum of Art,225068-12548,test,2025.0,3356.0,6795900.0,0.6034
335335.jpg,Graphite,Metropolitan Museum of Art,53.685.53,test,3508.0,2416.0,8475328.0,1.452
345436.jpg,Graphite,Metropolitan Museum of Art,63.547.15.3,test,2248.0,3843.0,8639064.0,0.585
358456.jpg,Graphite,Metropolitan Museum of Art,53.668.202,test,1551.0,3821.0,5926371.0,0.4059
1992.344.oooo.jpeg,Graphite,The Cleveland Museum of Art,1992.344.oooo,test,3405.0,6472.0,22037160.0,0.5261
386956.jpg,Graphite,Metropolitan Museum of Art,38.37.193,test,3564.0,2492.0,8881488.0,1.4302
343555.jpg,Graphite,Metropolitan Museum of Art,60.620.45,test,2019.0,2216.0,4474104.0,0.9111
1949.386.jpeg,Graphite,The Cleveland Museum of Art,1949.386,test,4025.0,5340.0,21493500.0,0.7537
359091.jpg,Graphite,Metropolitan Museum of Art,53.668.193,test,2170.0,1879.0,4077430.0,1.1549
337195.jpg,Graphite,Metropolitan Museum of Art,1993.1130.1,test,2578.0,3510.0,9048780.0,0.7345
1935.26.jpeg,Graphite,The Cleveland Museum of Art,1935.26,test,6390.0,3751.0,23968890.0,1.7035
239629.jpg,Glass,Metropolitan Museum of Art,74.51.44,train,4000.0,4000.0,16000000.0,1.0
2942.jpg,Glass,Metropolitan Museum of Art,45.100.202,train,4000.0,4000.0,16000000.0,1.0
