Image file,Medium,Museum,Museum-based instance ID,Subset,Width,Height,Product size,Aspect ratio
439065.jpg,Oil on canvas,Metropolitan Museum of Art,2007.70,train,3166.0,3788.0,11992808.0,0.8358
11777.jpg,Oil on canvas,Metropolitan Museum of Art,50.155.1,train,1831.0,2365.0,4330315.0,0.7742
11834.jpg,Oil on canvas,Metropolitan Museum of Art,1978.262,train,2525.0,1995.0,5037375.0,1.2657
438822.jpg,Oil on canvas,Metropolitan Museum of Art,51.112.5,train,3811.0,2683.0,10224913.0,1.4204
437300.jpg,Oil on canvas,Metropolitan Museum of Art,56.182,train,3811.0,2309.0,8799599.0,1.6505
436062.jpg,Oil on canvas,Metropolitan Museum of Art,25.110.15,train,3810.0,2879.0,10968990.0,1.3234
437097.jpg,Oil on canvas,Metropolitan Museum of Art,60.71.12,train,3867.0,3020.0,11678340.0,1.2805
437536.jpg,Oil on canvas,Metropolitan Museum of Art,10.73,train,3811.0,2462.0,9382682.0,1.5479
436450.jpg,Oil on canvas,Metropolitan Museum of Art,67.187.69,train,3803.0,3158.0,12009874.0,1.2042
437828.jpg,Oil on canvas,Metropolitan Museum of Art,27.56,train,2897.0,3722.0,10782634.0,0.7783
441024.jpg,Oil on canvas,Metropolitan Museum of Art,2010.289,train,2885.0,3867.0,11156295.0,0.7461
437268.jpg,Oil on canvas,Metropolitan Museum of Art,1984.458,train,3785.0,3440.0,13020400.0,1.1003
11136.jpg,Oil on canvas,Metropolitan Museum of Art,06.1282,train,2807.0,1668.0,4682076.0,1.6829
437916.jpg,Oil on canvas,Metropolitan Museum of Art,18.22.1,train,3779.0,3550.0,13415450.0,1.0645
459122.jpg,Oil on canvas,Metropolitan Museum of Art,1975.1.212,train,3805.0,3131.0,11913455.0,1.2153
12669.jpg,Oil on canvas,Metropolitan Museum of Art,50.213,train,1648.0,1952.0,3216896.0,0.8443
437078.jpg,Oil on canvas,Metropolitan Museum of Art,1994.376,train,3811.0,2800.0,10670800.0,1.3611
437874.jpg,Oil on canvas,Metropolitan Museum of Art,49.7.42,train,3077.0,3863.0,11886451.0,0.7965
435626.jpg,Oil on canvas,Metropolitan Museum of Art,1988.221,train,3811.0,3086.0,11760746.0,1.2349
11199.jpg,Oil on canvas,Metropolitan Museum of Art,25.110.42,train,1914.0,2406.0,4605084.0,0.7955
12673.jpg,Oil on canvas,Metropolitan Museum of Art,50.145.37,train,1805.0,2150.0,3880750.0,0.8395
436153.jpg,Oil on canvas,Metropolitan Museum of Art,29.100.183,train,3065.0,3722.0,11407930.0,0.8235
436692.jpg,Oil on canvas,Metropolitan Museum of Art,53.59.3,train,3136.0,3866.0,12123776.0,0.8112
436548.jpg,Oil on canvas,Metropolitan Museum of Art,29.100.10,train,2418.0,3722.0,8999796.0,0.6497
10796.jpg,Oil on canvas,Metropolitan Museum of Art,1970.58,train,2287.0,1608.0,3677496.0,1.4223
435817.jpg,Oil on canvas,Metropolitan Museum of Art,56.228,train,2486.0,3722.0,9252892.0,0.6679
436852.jpg,Oil on canvas,Metropolitan Museum of Art,65.181.9,train,3047.0,3869.0,11788843.0,0.7875
436229.jpg,Oil on canvas,Metropolitan Museum of Art,08.227.1,train,3917.0,2476.0,9698492.0,1.582
435872.jpg,Oil on canvas,Metropolitan Museum of Art,29.100.67,train,1905.0,1392.0,2651760.0,1.3685
13045.jpg,Oil on canvas,Metropolitan Museum of Art,33.120.619,train,1791.0,2268.0,4061988.0,0.7897
436178.jpg,Oil on canvas,Metropolitan Museum of Art,67.187.61,train,2709.0,3722.0,10082898.0,0.7278
437181.jpg,Oil on canvas,Metropolitan Museum of Art,45.172,train,3023.0,3864.0,11680872.0,0.7823
436703.jpg,Oil on canvas,Metropolitan Museum of Art,19.77.2,train,2919.0,3722.0,10864518.0,0.7843
437418.jpg,Oil on canvas,Metropolitan Museum of Art,89.15.3,train,3294.0,3757.0,12375558.0,0.8768
435875.jpg,Oil on canvas,Metropolitan Museum of Art,61.101.2,train,3082.0,3871.0,11930422.0,0.7962
12698.jpg,Oil on canvas,Metropolitan Museum of Art,06.178,train,1873.0,2259.0,4231107.0,0.8291
435722.jpg,Oil on canvas,Metropolitan Museum of Art,1973.311.1,train,3811.0,2805.0,10689855.0,1.3586
438031.jpg,Oil on canvas,Metropolitan Museum of Art,1997.347,train,3807.0,3119.0,11874033.0,1.2206
10526.jpg,Oil on canvas,Metropolitan Museum of Art,23.143,train,2991.0,3721.0,11129511.0,0.8038
435826.jpg,Oil on canvas,Metropolitan Museum of Art,47.26,train,4000.0,2948.0,11792000.0,1.3569
437316.jpg,Oil on canvas,Metropolitan Museum of Art,1991.277.2,train,3042.0,3716.0,11304072.0,0.8186
436873.jpg,Oil on canvas,Metropolitan Museum of Art,39.65.6,train,2912.0,3880.0,11298560.0,0.7505
436630.jpg,Oil on canvas,Metropolitan Museum of Art,89.15.27,train,1421.0,1806.0,2566326.0,0.7868
437346.jpg,Oil on canvas,Metropolitan Museum of Art,58.15.2,train,4000.0,1500.0,6000000.0,2.6667
10925.jpg,Oil on canvas,Metropolitan Museum of Art,10.64.3,train,3101.0,3857.0,11960557.0,0.804
437307.jpg,Oil on canvas,Metropolitan Museum of Art,67.187.93,train,2656.0,3722.0,9885632.0,0.7136
459108.jpg,Oil on canvas,Metropolitan Museum of Art,1975.1.197,train,3805.0,3134.0,11924870.0,1.2141
10241.jpg,Oil on canvas,Metropolitan Museum of Art,63.130.2,train,2355.0,1780.0,4191900.0,1.323
435907.jpg,Oil on canvas,Metropolitan Museum of Art,47.12,train,1905.0,1455.0,2771775.0,1.3093
437157.jpg,Oil on canvas,Metropolitan Museum of Art,11.53,train,3803.0,3166.0,12040298.0,1.2012
436085.jpg,Oil on canvas,Metropolitan Museum of Art,25.110.3,train,3811.0,2647.0,10087717.0,1.4397
436823.jpg,Oil on canvas,Metropolitan Museum of Art,39.65.8,train,3152.0,3864.0,12179328.0,0.8157
438952.jpg,Oil on canvas,Metropolitan Museum of Art,2007.164.7,train,3197.0,3779.0,12081463.0,0.846
11326.jpg,Oil on canvas,Metropolitan Museum of Art,74.30,train,2823.0,1745.0,4926135.0,1.6178
436631.jpg,Oil on canvas,Metropolitan Museum of Art,95.27.2,train,3229.0,3858.0,12457482.0,0.837
10947.jpg,Oil on canvas,Metropolitan Museum of Art,12.205.1,train,3811.0,1995.0,7602945.0,1.9103
13132.jpg,Oil on canvas,Metropolitan Museum of Art,00.6,train,1716.0,2068.0,3548688.0,0.8298
12707.jpg,Oil on canvas,Metropolitan Museum of Art,14.126.4,train,3068.0,3713.0,11391484.0,0.8263
13346.jpg,Oil on canvas,Metropolitan Museum of Art,84.12b,train,2686.0,3721.0,9994606.0,0.7218
436573.jpg,Oil on canvas,Metropolitan Museum of Art,29.100.5,train,2378.0,3722.0,8850916.0,0.6389
11328.jpg,Oil on canvas,Metropolitan Museum of Art,74.4,train,2589.0,1761.0,4559229.0,1.4702
437936.jpg,Oil on canvas,Metropolitan Museum of Art,05.39.1,train,3179.0,3851.0,12242329.0,0.8255
436930.jpg,Oil on canvas,Metropolitan Museum of Art,11.149.3,train,2767.0,3722.0,10298774.0,0.7434
16875.jpg,Oil on canvas,Metropolitan Museum of Art,2003.435,train,3809.0,2985.0,11369865.0,1.276
436869.jpg,Oil on canvas,Metropolitan Museum of Art,96.28,train,2207.0,3820.0,8430740.0,0.5777
437040.jpg,Oil on canvas,Metropolitan Museum of Art,14.40.810,train,3811.0,2330.0,8879630.0,1.6356
436258.jpg,Oil on canvas,Metropolitan Museum of Art,49.7.25,train,2783.0,3794.0,10558702.0,0.7335
441234.jpg,Oil on canvas,Metropolitan Museum of Art,2011.82,train,1422.0,1935.0,2751570.0,0.7349
436057.jpg,Oil on canvas,Metropolitan Museum of Art,89.15.14,train,3913.0,2538.0,9931194.0,1.5418
436406.jpg,Oil on canvas,Metropolitan Museum of Art,52.71,train,1417.0,1761.0,2495337.0,0.8047
437220.jpg,Oil on canvas,Metropolitan Museum of Art,15.30.20,train,1433.0,1744.0,2499152.0,0.8217
437685.jpg,Oil on canvas,Metropolitan Museum of Art,64.154.2,train,3805.0,3124.0,11886820.0,1.218
437158.jpg,Oil on canvas,Metropolitan Museum of Art,28.79,train,3469.0,3676.0,12752044.0,0.9437
437956.jpg,Oil on canvas,Metropolitan Museum of Art,06.288,train,3907.0,2778.0,10853646.0,1.4064
435702.jpg,Oil on canvas,Metropolitan Museum of Art,87.25,train,3811.0,1962.0,7477182.0,1.9424
436874.jpg,Oil on canvas,Metropolitan Museum of Art,39.65.9,train,2362.0,3873.0,9148026.0,0.6099
10993.jpg,Oil on canvas,Metropolitan Museum of Art,66.13,train,3098.0,3710.0,11493580.0,0.835
10845.jpg,Oil on canvas,Metropolitan Museum of Art,59.163,train,1910.0,2315.0,4421650.0,0.8251
435864.jpg,Oil on canvas,Metropolitan Museum of Art,30.15,train,540.0,700.0,378000.0,0.7714
437841.jpg,Oil on canvas,Metropolitan Museum of Art,68.182,train,2653.0,3722.0,9874466.0,0.7128
437825.jpg,Oil on canvas,Metropolitan Museum of Art,14.40.640,train,3294.0,3692.0,12161448.0,0.8922
436442.jpg,Oil on canvas,Metropolitan Museum of Art,15.30.34,train,3188.0,3794.0,12095272.0,0.8403
437847.jpg,Oil on canvas,Metropolitan Museum of Art,25.110.19,train,3200.0,3869.0,12380800.0,0.8271
453283.jpg,Oil on canvas,Metropolitan Museum of Art,1987.355.1,train,3417.0,3655.0,12489135.0,0.9349
16959.jpg,Oil on canvas,Metropolitan Museum of Art,2002.611,train,1483.0,1813.0,2688679.0,0.818
12855.jpg,Oil on canvas,Metropolitan Museum of Art,39.184.20,train,3915.0,2957.0,11576655.0,1.324
437275.jpg,Oil on canvas,Metropolitan Museum of Art,1986.339.1,train,2799.0,3722.0,10417878.0,0.752
435878.jpg,Oil on canvas,Metropolitan Museum of Art,1994.420,train,3001.0,1780.0,5341780.0,1.686
436530.jpg,Oil on canvas,Metropolitan Museum of Art,62.24,train,3811.0,3130.0,11928430.0,1.2176
437643.jpg,Oil on canvas,Metropolitan Museum of Art,44.56,train,3913.0,2148.0,8405124.0,1.8217
438848.jpg,Oil on canvas,Metropolitan Museum of Art,2006.258,train,2651.0,3822.0,10132122.0,0.6936
436687.jpg,Oil on canvas,Metropolitan Museum of Art,65.203,train,2410.0,3870.0,9326700.0,0.6227
436090.jpg,Oil on canvas,Metropolitan Museum of Art,08.136.4,train,2799.0,3722.0,10417878.0,0.752
11289.jpg,Oil on canvas,Metropolitan Museum of Art,51.144,train,2832.0,1635.0,4630320.0,1.7321
437680.jpg,Oil on canvas,Metropolitan Museum of Art,64.287,train,3811.0,2911.0,11093821.0,1.3092
12800.jpg,Oil on canvas,Metropolitan Museum of Art,69.182,train,3811.0,2304.0,8780544.0,1.6541
10081.jpg,Oil on canvas,Metropolitan Museum of Art,63.200.5,train,2646.0,1419.0,3754674.0,1.8647
16781.jpg,Oil on canvas,Metropolitan Museum of Art,2000.450,train,2328.0,3722.0,8664816.0,0.6255
459106.jpg,Oil on canvas,Metropolitan Museum of Art,1975.1.186,train,2798.0,3722.0,10414156.0,0.7517
436891.jpg,Oil on canvas,Metropolitan Museum of Art,1989.225,train,3809.0,2784.0,10604256.0,1.3682
437327.jpg,Oil on canvas,Metropolitan Museum of Art,1977.1.2,train,3194.0,3701.0,11820994.0,0.863
435596.jpg,Oil on canvas,Metropolitan Museum of Art,14.40.603,train,2992.0,3847.0,11510224.0,0.7777
436343.jpg,Oil on canvas,Metropolitan Museum of Art,14.25.1870,train,2401.0,3110.0,7467110.0,0.772
459090.jpg,Oil on canvas,Metropolitan Museum of Art,1975.1.148,train,2300.0,3874.0,8910200.0,0.5937
437508.jpg,Oil on canvas,Metropolitan Museum of Art,21.105,train,3105.0,3878.0,12041190.0,0.8007
11934.jpg,Oil on canvas,Metropolitan Museum of Art,10.64.9,train,3905.0,3166.0,12363230.0,1.2334
10534.jpg,Oil on canvas,Metropolitan Museum of Art,59.198,train,3811.0,2356.0,8978716.0,1.6176
437826.jpg,Oil on canvas,Metropolitan Museum of Art,49.7.16,train,3811.0,3049.0,11619739.0,1.2499
436889.jpg,Oil on canvas,Metropolitan Museum of Art,71.123,train,3786.0,3436.0,13008696.0,1.1019
436427.jpg,Oil on canvas,Metropolitan Museum of Art,71.45,train,2956.0,3794.0,11215064.0,0.7791
437754.jpg,Oil on canvas,Metropolitan Museum of Art,46.150.1,train,2665.0,3722.0,9919130.0,0.716
10093.jpg,Oil on canvas,Metropolitan Museum of Art,40.144,train,1552.0,1882.0,2920864.0,0.8247
436177.jpg,Oil on canvas,Metropolitan Museum of Art,22.27.4,train,3958.0,3268.0,12934744.0,1.2111
436815.jpg,Oil on canvas,Metropolitan Museum of Art,87.15.110,train,4000.0,3364.0,13456000.0,1.1891
11587.jpg,Oil on canvas,Metropolitan Museum of Art,09.24,train,2973.0,3879.0,11532267.0,0.7664
11104.jpg,Oil on canvas,Metropolitan Museum of Art,1982.444,train,3805.0,3148.0,11978140.0,1.2087
11259.jpg,Oil on canvas,Metropolitan Museum of Art,07.68,train,2872.0,1432.0,4112704.0,2.0056
12866.jpg,Oil on canvas,Metropolitan Museum of Art,54.90.223,train,3811.0,2521.0,9607531.0,1.5117
436580.jpg,Oil on canvas,Metropolitan Museum of Art,1970.295,train,3925.0,2950.0,11578750.0,1.3305
435775.jpg,Oil on canvas,Metropolitan Museum of Art,1974.289.2,train,3901.0,1944.0,7583544.0,2.0067
436871.jpg,Oil on canvas,Metropolitan Museum of Art,39.65.3,train,3913.0,3016.0,11801608.0,1.2974
436683.jpg,Oil on canvas,Metropolitan Museum of Art,59.189.3,train,3221.0,3862.0,12439502.0,0.834
436595.jpg,Oil on canvas,Metropolitan Museum of Art,53.225.4,train,3807.0,3113.0,11851191.0,1.2229
459081.jpg,Oil on canvas,Metropolitan Museum of Art,1975.1.139,train,3107.0,4000.0,12428000.0,0.7768
12708.jpg,Oil on canvas,Metropolitan Museum of Art,94.23.1,train,1813.0,2208.0,4003104.0,0.8211
437903.jpg,Oil on canvas,Metropolitan Museum of Art,17.120.204,train,3098.0,3872.0,11995456.0,0.8001
437889.jpg,Oil on canvas,Metropolitan Museum of Art,46.31,train,2777.0,3722.0,10335994.0,0.7461
10828.jpg,Oil on canvas,Metropolitan Museum of Art,17.173,train,3793.0,3334.0,12645862.0,1.1377
436576.jpg,Oil on canvas,Metropolitan Museum of Art,56.48,train,1653.0,1861.0,3076233.0,0.8882
437448.jpg,Oil on canvas,Metropolitan Museum of Art,15.30.38,train,3214.0,3853.0,12383542.0,0.8342
10533.jpg,Oil on canvas,Metropolitan Museum of Art,24.79,train,1940.0,2434.0,4721960.0,0.797
10819.jpg,Oil on canvas,Metropolitan Museum of Art,34.92,train,3811.0,2667.0,10163937.0,1.4289
436819.jpg,Oil on canvas,Metropolitan Museum of Art,64.148,train,2876.0,3877.0,11150252.0,0.7418
437948.jpg,Oil on canvas,Metropolitan Museum of Art,07.225.296,train,2889.0,3722.0,10752858.0,0.7762
437468.jpg,Oil on canvas,Metropolitan Museum of Art,35.40.2,train,1167.0,1936.0,2259312.0,0.6028
10994.jpg,Oil on canvas,Metropolitan Museum of Art,56.21,train,3811.0,2562.0,9763782.0,1.4875
435989.jpg,Oil on canvas,Metropolitan Museum of Art,21.70.4,train,1546.0,1278.0,1975788.0,1.2097
437864.jpg,Oil on canvas,Metropolitan Museum of Art,07.225.504,train,3086.0,3712.0,11455232.0,0.8314
437630.jpg,Oil on canvas,Metropolitan Museum of Art,12.14,train,2219.0,1649.0,3659131.0,1.3457
437347.jpg,Oil on canvas,Metropolitan Museum of Art,58.15.1,train,4000.0,1073.0,4292000.0,3.7279
436179.jpg,Oil on canvas,Metropolitan Museum of Art,1994.430,train,3282.0,4000.0,13128000.0,0.8205
435744.jpg,Oil on canvas,Metropolitan Museum of Art,66.167,train,3135.0,3722.0,11668470.0,0.8423
437163.jpg,Oil on canvas,Metropolitan Museum of Art,30.95.255,train,2870.0,3806.0,10923220.0,0.7541
11654.jpg,Oil on canvas,Metropolitan Museum of Art,21.159.1,train,2449.0,1648.0,4035952.0,1.486
726543.jpg,Oil on canvas,Metropolitan Museum of Art,2016.392,train,641.0,768.0,492288.0,0.8346
438144.jpg,Oil on canvas,Metropolitan Museum of Art,1999.442,train,3807.0,3104.0,11816928.0,1.2265
435993.jpg,Oil on canvas,Metropolitan Museum of Art,69.104,train,3911.0,3057.0,11955927.0,1.2794
21667.jpg,Oil on canvas,Metropolitan Museum of Art,2009.226.19a–f,train,3324.0,5000.0,16620000.0,0.6648
437311.jpg,Oil on canvas,Metropolitan Museum of Art,60.5,train,3009.0,3719.0,11190471.0,0.8091
436022.jpg,Oil on canvas,Metropolitan Museum of Art,29.100.58,train,2360.0,3800.0,8968000.0,0.6211
437842.jpg,Oil on canvas,Metropolitan Museum of Art,1976.100.19,train,3596.0,2912.0,10471552.0,1.2349
437053.jpg,Oil on canvas,Metropolitan Museum of Art,1982.60.39,train,3807.0,2625.0,9993375.0,1.4503
438541.jpg,Oil on canvas,Metropolitan Museum of Art,2001.720,train,1812.0,1384.0,2507808.0,1.3092
436833.jpg,Oil on canvas,Metropolitan Museum of Art,1974.100,train,3811.0,2764.0,10533604.0,1.3788
437885.jpg,Oil on canvas,Metropolitan Museum of Art,06.144,train,3811.0,1140.0,4344540.0,3.343
459095.jpg,Oil on canvas,Metropolitan Museum of Art,1975.1.164,train,3801.0,3192.0,12132792.0,1.1908
437790.jpg,Oil on canvas,Metropolitan Museum of Art,1977.1.3,train,2996.0,3973.0,11903108.0,0.7541
459030.jpg,Oil on canvas,Metropolitan Museum of Art,1975.1.88,train,4000.0,1738.0,6952000.0,2.3015
437996.jpg,Oil on canvas,Metropolitan Museum of Art,2001.202.4,train,2879.0,3722.0,10715638.0,0.7735
438814.jpg,Oil on canvas,Metropolitan Museum of Art,03.30,train,3263.0,4000.0,13052000.0,0.8157
437779.jpg,Oil on canvas,Metropolitan Museum of Art,71.99,train,3855.0,3394.0,13083870.0,1.1358
11226.jpg,Oil on canvas,Metropolitan Museum of Art,1974.75,train,3811.0,2537.0,9668507.0,1.5022
19732.jpg,Oil on canvas,Metropolitan Museum of Art,2008.5,train,4000.0,3066.0,12264000.0,1.3046
435985.jpg,Oil on canvas,Metropolitan Museum of Art,1984.75,train,3811.0,2755.0,10499305.0,1.3833
11058.jpg,Oil on canvas,Metropolitan Museum of Art,91.27.2,train,1909.0,2340.0,4467060.0,0.8158
10586.jpg,Oil on canvas,Metropolitan Museum of Art,66.113,train,3807.0,2199.0,8371593.0,1.7312
436547.jpg,Oil on canvas,Metropolitan Museum of Art,29.100.180,train,2601.0,3722.0,9680922.0,0.6988
438559.jpg,Oil on canvas,Metropolitan Museum of Art,2002.69,train,1207.0,1117.0,1348219.0,1.0806
11716.jpg,Oil on canvas,Metropolitan Museum of Art,26.129.2,train,1956.0,2373.0,4641588.0,0.8243
435905.jpg,Oil on canvas,Metropolitan Museum of Art,28.117,train,3871.0,2844.0,11009124.0,1.3611
12917.jpg,Oil on canvas,Metropolitan Museum of Art,1976.338,train,2995.0,3720.0,11141400.0,0.8051
436267.jpg,Oil on canvas,Metropolitan Museum of Art,26.260.8,train,3806.0,3122.0,11882332.0,1.2191
436222.jpg,Oil on canvas,Metropolitan Museum of Art,67.55.1,train,1297.0,1934.0,2508398.0,0.6706
437312.jpg,Oil on canvas,Metropolitan Museum of Art,1979.414,train,3811.0,3030.0,11547330.0,1.2578
436960.jpg,Oil on canvas,Metropolitan Museum of Art,29.100.52,train,2475.0,3722.0,9211950.0,0.665
437975.jpg,Oil on canvas,Metropolitan Museum of Art,87.15.23,train,3811.0,2920.0,11128120.0,1.3051
11274.jpg,Oil on canvas,Metropolitan Museum of Art,64.114.2,train,3170.0,3786.0,12001620.0,0.8373
436820.jpg,Oil on canvas,Metropolitan Museum of Art,1980.412,train,1708.0,3664.0,6258112.0,0.4662
437235.jpg,Oil on canvas,Metropolitan Museum of Art,71.57,train,3919.0,3147.0,12333093.0,1.2453
12799.jpg,Oil on canvas,Metropolitan Museum of Art,1971.244,train,1690.0,2106.0,3559140.0,0.8025
437094.jpg,Oil on canvas,Metropolitan Museum of Art,17.120.209,train,3807.0,3103.0,11813121.0,1.2269
440349.jpg,Oil on canvas,Metropolitan Museum of Art,2018.830.4,train,8872.0,7509.0,66619848.0,1.1815
437505.jpg,Oil on canvas,Metropolitan Museum of Art,53.220,train,3131.0,3793.0,11875883.0,0.8255
11269.jpg,Oil on canvas,Metropolitan Museum of Art,65.254.3,train,3289.0,3692.0,12142988.0,0.8908
11113.jpg,Oil on canvas,Metropolitan Museum of Art,06.1281,train,1894.0,1893.0,3585342.0,1.0005
659875.jpg,Oil on canvas,Metropolitan Museum of Art,2014.566,train,2703.0,3886.0,10503858.0,0.6956
189556.jpg,Oil on canvas,Metropolitan Museum of Art,07.225.315b,train,3913.0,2243.0,8776859.0,1.7445
436617.jpg,Oil on canvas,Metropolitan Museum of Art,49.7.34,train,3009.0,3719.0,11190471.0,0.8091
435833.jpg,Oil on canvas,Metropolitan Museum of Art,1973.165,train,3105.0,3710.0,11519550.0,0.8369
436974.jpg,Oil on canvas,Metropolitan Museum of Art,33.136.3,train,3811.0,2980.0,11356780.0,1.2789
437329.jpg,Oil on canvas,Metropolitan Museum of Art,46.160,train,3973.0,2921.0,11605133.0,1.3602
13454.jpg,Oil on canvas,Metropolitan Museum of Art,1990.197.3,train,3883.0,2608.0,10126864.0,1.4889
10768.jpg,Oil on canvas,Metropolitan Museum of Art,91.27.1,train,2187.0,1503.0,3287061.0,1.4551
10235.jpg,Oil on canvas,Metropolitan Museum of Art,03.34,train,2780.0,1740.0,4837200.0,1.5977
10785.jpg,Oil on canvas,Metropolitan Museum of Art,97.29.2,train,3809.0,3066.0,11678394.0,1.2423
10210.jpg,Oil on canvas,Metropolitan Museum of Art,66.242.23,train,3012.0,3719.0,11201628.0,0.8099
11620.jpg,Oil on canvas,Metropolitan Museum of Art,49.10.1,train,1788.0,2367.0,4232196.0,0.7554
11240.jpg,Oil on canvas,Metropolitan Museum of Art,81.16,train,1903.0,2451.0,4664253.0,0.7764
189541.jpg,Oil on canvas,Metropolitan Museum of Art,07.225.278,train,2486.0,3694.0,9183284.0,0.673
437380.jpg,Oil on canvas,Metropolitan Museum of Art,27.29,train,1953.0,1574.0,3074022.0,1.2408
436581.jpg,Oil on canvas,Metropolitan Museum of Art,66.28.1,train,3385.0,4000.0,13540000.0,0.8462
436790.jpg,Oil on canvas,Metropolitan Museum of Art,41.116.3,train,3128.0,3708.0,11598624.0,0.8436
10878.jpg,Oil on canvas,Metropolitan Museum of Art,66.242.24,train,2301.0,1755.0,4038255.0,1.3111
436906.jpg,Oil on canvas,Metropolitan Museum of Art,17.190.12,train,3026.0,3792.0,11474592.0,0.798
437046.jpg,Oil on canvas,Metropolitan Museum of Art,43.101,train,2685.0,3886.0,10433910.0,0.6909
459031.jpg,Oil on canvas,Metropolitan Museum of Art,1975.1.89,train,3811.0,1666.0,6349126.0,2.2875
11231.jpg,Oil on canvas,Metropolitan Museum of Art,67.187.211,train,3909.0,2809.0,10980381.0,1.3916
12545.jpg,Oil on canvas,Metropolitan Museum of Art,1977.135,train,3352.0,3851.0,12908552.0,0.8704
437071.jpg,Oil on canvas,Metropolitan Museum of Art,17.190.20,train,3881.0,3681.0,14285961.0,1.0543
11127.jpg,Oil on canvas,Metropolitan Museum of Art,11.116.2,train,3909.0,2970.0,11609730.0,1.3162
12980.jpg,Oil on canvas,Metropolitan Museum of Art,25.108,train,2961.0,3668.0,10860948.0,0.8073
10158.jpg,Oil on canvas,Metropolitan Museum of Art,66.114,train,2721.0,3722.0,10127562.0,0.7311
441352.jpg,Oil on canvas,Metropolitan Museum of Art,2017.202.2,train,2555.0,4000.0,10220000.0,0.6388
436123.jpg,Oil on canvas,Metropolitan Museum of Art,29.100.552,train,2401.0,2905.0,6974905.0,0.8265
11406.jpg,Oil on canvas,Metropolitan Museum of Art,93.19.1,train,1861.0,2355.0,4382655.0,0.7902
436853.jpg,Oil on canvas,Metropolitan Museum of Art,55.89,train,3037.0,3863.0,11731931.0,0.7862
10777.jpg,Oil on canvas,Metropolitan Museum of Art,1975.88,train,3811.0,2571.0,9798081.0,1.4823
10466.jpg,Oil on canvas,Metropolitan Museum of Art,1973.342,train,3108.0,3842.0,11940936.0,0.809
437384.jpg,Oil on canvas,Metropolitan Museum of Art,16.95,train,1150.0,1840.0,2116000.0,0.625
437915.jpg,Oil on canvas,Metropolitan Museum of Art,1976.23.2,train,3068.0,3839.0,11778052.0,0.7992
437502.jpg,Oil on canvas,Metropolitan Museum of Art,45.59.5,train,3205.0,3855.0,12355275.0,0.8314
10584.jpg,Oil on canvas,Metropolitan Museum of Art,25.110.22,train,3811.0,2380.0,9070180.0,1.6013
